NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);DATA/HORA;HORA REAL;DATA;DATA-HORA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LONG DEC;LAT DEC;LOCAL;VF;FER.;DES.;N:DE INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
JOSIMAR;3;CPFTZA;CPFTZA;BRASIL;8,3;11;28/OUT/2019  20:20;17:20;28/OUT/2019;282020P/OUT/2019;BARCO;CABOTAGEM;PESCA;MOTOR;ALAGAMENTO;-2,72333333;-39,65500000;"LAT 02:42,849'S e LONG 039:38,784'W, cerca de 18 MN da localidade de Icaraí de Amontada, município de Amontada - CE;";0;0;0;2210059666;MADEIRA;NÃO POSSUI
SWELL XI - NATAN 2;1;CPRIOJ;CPRIOJ;BRASIL;MIÚDA;3,36;29/OUT/2019  19:30;19:30;29/OUT/2019;291930Z/OUT/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,01222222;-43,29694444;AT 23:00’44,9”S e LONG 043:17’49”W, no Canal de Marapendi, Rio deJaneiro-RJ;0;0;0;81M2013001989;FIBRA;
RTB XIX;8;DLTIAO;DLTIAO;BRASIL;5,4;7,95;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;LANCHA;APOIO MARITIMO;PASSAGEIRO;MOTOR;NAUFRÁGIO;-23,89722222;-45,39722222;PROXIMIDADES DO PIER SUL DO TERMINAL ALMIRANTE BARROSO – SÃOSEBASTIÃO /SP - LAT: 23:53' 50”S / LONG: 045:23' 50”W;0;0;0;3810393266;FIBRA;
SKYFALL;1;DLRUCA;DLRUCA;BRASIL;MIÚDA;2,65;27/OUT/2019  20:49;17:49;27/OUT/2019;272049P/OUT/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-22,95111111;-44,00611111;LAT 22:57.04'S e LONG 044:00.22'W, proximidades da Ilha do Sahy,Mangaratiba – RJ;0;0;0;401M2007002616;FIBRA;
ASSOS;2;CPSALV;CPSALV;LIBÉRIA;27,916;183,88;01/NOV/2019  04:40;1:40;01/NOV/2019;010440P/NOV/2019;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-12,91805556;-38,56333333;Nas coordenadas de Latitude 12° 55' 53'' S e Longitude 038° 33' 48'' W, no interior da Baía de Todos os Santos, no município deSalvador-BA;0;0;0;SOLAS-IMO 9327449;AÇO;
BOUBOULINA;3;CPCIFE;CPCIFE;GRÉCIA;84,844;274;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;EMPREGO DA EMBARCAÇÃO EM ILÍCITO PENAL OU FAZENDÁRIO;;;395 MILHAS NÁUTICAS DA PARAÍBA-PB;0;0;0;SOLAS-IMO 9298753;AÇO;
BBG DREAM;5;CPGRAN;CPGRAN;HONG KONG;42,960;225;31/OUT/2019  15:00;12:00;31/OUT/2019;311500P/OUT/2019;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;RUPTURA DE CABOS;-8,08583333;-52,09527778;"Terminal da Bunge, em Rio Grande-RS, na Latitude 32°05'09''S;Longitude 052°05’43’’W";0;0;0;SOLAS-IMO 9609500;AÇO;
NOVA ALIANÇA;9;CPNAUS;CPNAUS;BRASIL;19;17,57;15/OUT/2019  00:00;20:00;15/OUT/2019;150000Q/OUT/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ENCALHE;;;RIO SOLIMÕES, MANAQUIRI-AM;0;0;0;50076604;ALUMÍNIO;
ILHA BELA;2;CPSALV;CPSALV;BRASIL;18;11,3;03/NOV/2019  15:50;12:50;03/NOV/2019;031550P/NOV/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;AVARIA DE MÁQUINAS;-13,22111111;-38,84638889;"Na travessia de Morro de São Paulo para Salvador, nas coordenadas de LAT. 13:13'16.4""S e LONG. 038:50'47.8""W, próximo do Distrito de Cacha Pregos, no município de Vera Cruz-BA";0;0;0;3810440167;FIBRA;
ANA CLARA;6;CFCUIA;CFCUIA;BRASIL;3,6;7,55;03/NOV/2019  23:45;23:45;03/NOV/2019;032345Z/NOV/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-14,94083333;-55,74555556;"LAGO DO MANSO, CHAPADA DOS GUIMARÃES-MT,/ LAT 14:56'27""S 055:44'44""W";7;0;0;4830333324;FIBRA;
PIETRA;1;DLANGR;DLANGR;BRASIL;7,76;12,38;02/NOV/2019  11:50;8:50;02/NOV/2019;021150P/NOV/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;EXPLOSÃO;-23,00916667;-44,25638889;"NAS PROXIMIDADES DA MARINA VEROLME, JACUECANGA, ANGRA DOS REIS - RJ,MARCAÇÃO APROXIMADA LAT 23:00'33""S e LONG 44:15'23""W";0;0;0;4019928886;FIBRA;
PEROLA VERDE;8;CPFOZU;CPFOZU;BRASIL;A SER APURADO;5,5;27/OUT/2019  17:00;17:00;27/OUT/2019;271700Z/OUT/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-1,06055556;-54,41194444;"LAGO DE ITAIPU- PRAINHA DE ITAIPULÂNDIA - MUNICÍPIO DE ITAIPULÂNDIA –PR/ Lat 25°03'38.7""S Long 54:24'43.6""W";0;0;0;A SER APURADO;ALUMÍNIO;
TALINHA - REY DOS CANOEIROS;8;CPSANT;CPSANT;BRASIL;0;3,36;02/NOV/2019  16:00;13:00;02/NOV/2019;021600P/NOV/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,17611111;-46,38444444;"LAT 23:10'34""S LONG 046:23'04""W, REPRESA NAZARÉ PAULISTA-SP";0;0;0;405M2013024614;FIBRA;
GRASSI I;1;CPVITO;CPVITO;BRASIL;14,80;9,84;29/OUT/2019  20:00;17:00;29/OUT/2019;292000P/OUT/2019;BOTE;CABOTAGEM;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-18,98027778;-39,32527778;Na posição Lat. 18° 58’49’’S e Long. 039°19’31’’W, Litoral de Linhares-ES;1;0;0;3410146393;MADEIRA;NÃO POSSUI
COSTA AZUL;8;CPSANT;CPSANT;BRASIL;1,9;1,9;03/NOV/2019  10:40;7:40;03/NOV/2019;031040P/NOV/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-0,97972222;-47,94416667;"LAT 24:58'47""S LONG 047:56'39""W, PROXIMIDADES PORTO CUBATÃO NOMUNICÍPIO DE CANANÉIA-SP";0;0;0;4010735252;FIBRA;
OPAI;2;CPCAJU;CPCAJU;INGLESA;A SER APURADO;11,45;02/NOV/2019  04:00;1:00;02/NOV/2019;020400P/NOV/2019;VELEIRO;LONGO-CURSO;ESPORTE E RECREIO;MOTOR;ENCALHE;-10,62083333;-36,66222222;"KM 26 DA RESERVA BIOLÓGICA DE SANTA IZABEL, PACATUBA/SE/ LAT 10:37.15'S E LONG 36°39.44'W;";0;0;0;740958;FIBRA;
KIRE’YMBABA;3;CPCEIO;AGNEDO;BRASIL;10,6;9,92;04/NOV/2019  02:45;23:45;04/NOV/2019;040245P/NOV/2019;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;SEM PROPULSÃO;DERIVA DA EMBARCAÇÃO;-10,37027778;-36,30777778;"Praia do Pontal do Peba, a aproximadamente 400 m de terra, Piaçabuçu-AL- LAT 10°22'13.8""S e LONG 036°18'28.8""W;";0;0;0;2210084423;FIBRA;
JESSICA E THIAGO I - EQUIP 400;1;CPRIOJ;CPRIOJ;BRASIL;7,5;11,61;06/NOV/2019  22:00;22:00;06/NOV/2019;062200Z/NOV/2019;TRAINEIRA;INTERIOR;PESCA;MOTOR;ABALROAMENTO;-22,87277778;-43,12583333;LAT 22:52’22”S e LONG 043:07’33”W, na Baía de Guanabara, Rio de  Janeiro-RJ;0;0;0;3810471569;MADEIRA;NÃO POSSUI
LEUMAX II;1;DLCABO;DLCABO;BRASIL;0;3,27;03NOV/2019  12:00;12:00;03NOV/2019;031200/NOV/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-22,88694444;-42,01638889;"LATITUDE 22°53'13.8""S E LONGITUDE 042°00'59.0""W, PRAIA DO FORTE, CABO FRIO - RJ";0;1;0;381M2016000915;FIBRA;
SEM NOME;8;CPFOZU;CPFOZU;BRASIL;A SER APURADO;A SER APURADO;03/NOV/2019  16:20;16:20;03/NOV/2019;031620Z/NOV/2019;A SER APURADO;INTERIOR;A SER APURADO;A SER APURADO;QUEDA DE PESSOAS NA ÁGUA;-1,73305556;-52,55138889;"MUNICÍPIO DE SAUDADE DO IGUAÇU – PR/ Lat 25°43'59.9""S Long 5233'05.4""W";1;0;0;A SER APURADO;A SER APURADO;A SER APURADO
SAN FRANCISCO;8;CPFOZU;CPFOZU;BRASIL;A SER APURADO;5,9;31/NOV/2019  19:00;19:00;31/NOV/2019;311900Z/NOV/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-0,81361111;-54,33944444;"LAGO DE ITAIPU- MUNICÍPIO DE SANTA HELENA – PR/ Lat 24°48'49.8""S Long54:20'22.7""W";0;0;0;9610140980;ALUMÍNIO;
Transadressa X - CELSO ANDREIS I;8;CPFOZU;CPFOZU;BRASIL;533;4,20;03/NOV/2019  18:40;18:40;03/NOV/2019;031840Z/NOV/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;RUPTURA DE CABOS;-0,87777778;-54,35694444;"LAGO DE ITAIPU- MUNICÍPIO DE SANTA HELENA – PR/ Lat 24°52'40.9""S Long 54°21'25.8""W;";0;0;0;9620203526;AÇO;
Moises I;5;CPGRAN;CPGRAN;BRASIL;15;11,49;07/NOV/2019  01:30;22:30;07/NOV/2019;070130P/NOV/2019;BARCO;CABOTAGEM;PESCA;MOTOR;NAUFRÁGIO;-8,62944444;-52,41000000;Latitude 32°37'46''S e Longitude 052°24’36’’W, Próximo ao Farol de Sarita - RS;3;0;1;4418890751;MADEIRA;NÃO POSSUI
AMY CHOUEST;1;CPMCAE;CPMCAE;BRASIL;1,959;66,40;29/SET/2019  00:10;21:10;29/SET/2019;290010P/SET/2019;SUPPLY;APOIO MARITIMO;CARGA;MOTOR;DEFICIÊNCIA NA AMARRAÇÃO OU FUNDEIO;-3,70722222;-29,65444444;"Fundeio do Porto de Mucuripe - Fortaleza – CE,Latitude 03:41.86″S e Longitude 038:29.761″W;";0;0;0;443E000671;AÇO;
FERRARI I;1;DLCABO;DLCABO;BRASIL;1;13,21;03/NOV/2019  12:15;12:15;03/NOV/2019;031215Z/NOV/2019;SAVEIRO;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-22,76916667;-41,80972222;LATITUDE 22:46’ 09.5”S E LONGITUDE 041:47’ 21.95” W, ILHA DEÂNCORA, ARMAÇÃO DOS BÚZIOS - RJ;0;0;0;3840174431;MADEIRA;
CAPIXABA;1;CPVITO;CPVITO;BAHAMAS;12,860;320,8;04/NOV/2019  22:00;19:00;04/NOV/2019;042200P/NOV/2019;PLATAFORMA;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;SEM PROPULSÃO;INCÊNDIO;-21,23722222;-39,95555556;"LAT 21:14' 14,659""S / LONG 039:57' 20,927""W;";0;0;0;341E000809;AÇO;
SHEKHINAH;2;CPSALV;CPSALV;BRASIL;7,4;7,4;07/NOV/2019  18:00;15:00;07/NOV/2019;071800P/NOV/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-12,80333333;-38,51500000;"Nas coordenadas de Lat. 12:48'12"" S e Long. 038:30'54"" W,nas proximidades da Ilha de Maré, no interior da Baía de Todos osSantos, no município de Salvador-BA";0;0;0;2810282684;A SER APURADO;
RODRIGO E RANIELLY;9;CPNAUS;AGITAC;BRASIL;NÃO INSCRITA;8,4;11/OUT/2019  06:10;2:10;11/OUT/2019;110610Q/OUT/2019;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-3,23555556;-29,99166667;Latitude 03:08.368S e Longitude 058:29.906W - margem esquerda do RioAmazonas, nas proximidades do quadro de boias Maquira, a 3 MN a montante daorla da cidade de Itacoatiara-AM;2;0;1;NÃO INSCRITA;ALUMÍNIO;
PSARAS;1;DLANGR;DLANGR;BRASIL;13,70;12,25;09/NOV/2019  11:00;8:00;09/NOV/2019;091100P/NOV/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,96611111;-18,53333333;"CAIS DA MARINA BR RIBEIRA, RIBEIRA, ANGRA DOS REIS - RJ, MARCAÇÃOAPROXIMADA LAT 22:57'58""S e :18'32""W";0;0;0;3820123954;FIBRA;
BAHIA STAR;4;CPLUIZ;CPLUIZ;BRASIL;169;26,49;08/NOV2019  13:50;10:50;08/NOV2019;081350P/NOV2019;LANCHA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;AVARIA DE GOVERNO;-2,47444444;-44,36194444;"LAT 02:28' 28""S E LONG 044:21' 43"" W, BAÍA DE SÃO MARCOS, SÃO LUÍS-";0;0;0;28101939461;ALUMÍNIO;
SOBRE AS ONDAS;1;CPMCAE;CPMCAE;BRASIL;1;8;09/NOV/2019  12:00;9:00;09/NOV/2019;091200P/NOV/2019;BARCO;INTERIOR;PESCA;MOTOR;DERIVA DA EMBARCAÇÃO;-22,38388889;-41,76861111;"Praia Campista, Macaé – RJLatitude 22° 23' 29""S e Longitude 041° 46' 07""W";0;0;0;3877046240;MADEIRA;NÃO POSSUI
YASMIN;5;DLSFSL;DLSFSL;BRASIL;MIÚDA;5;10/NOV/2019  04:03;4:03;10/NOV/2019;100403Z/NOV/2019;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;DESAPARECIMENTO DE PESSOA;-0,43694444;-48,63333333;"na Baía Babitonga, nas proximidades da posição de LAT. 26:13,50' LONG. 048:38,00' W, Município de São Francisco do Sul, SC;";0;0;3;442M2002022549;ALUMÍNIO;
SEM NOME;8;CPFTPR;CPFTPR;BRASIL;NÃO INSCRITA;5,90;09/NOV/2019  15:00;12:00;09/NOV/2019;091500P/NOV/2019;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-22,52000000;-48,43888889;"Represa de Barra Bonita, rio Tietê, município de Mineiros do Tietê -SP, na posição estimada Lat. 22° 31' “12.0""S e Long. 048° 26' 20.4""W";2;0;0;NÃO INSCRITA;ALUMÍNIO;
A SER APURADO;9;CPNAUS;AGTEFE;BRASIL;A SER APURADO;9;04/NOV/2019  19:30;15:30;04/NOV/2019;041930Q/NOV/2019;CANOA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-3,47555556;-64,89027778;"Entre as Comunidades do Turé, Comunidade São Francisco do ArraiaSanta Luzia do Caturi de Baixo, Rio Tefé, LAT03:28' 32""S LONG 064:53'25""W,município de Tefé-AM,";0;0;1;A SER APURADO;MADEIRA;NÃO POSSUI
MERCOSUL SUAPE;1;DLRUCA;DLRUCA;BRASIL;25,888;210,49;29/OUT/2019  01:05;22:05;29/OUT/2019;290105P/OUT/2019;NM PORTA CONTENTOR;CABOTAGEM;CARGA;MOTOR;COLISÃO;-22,94944444;-43,83583333;LAT 22:56.58'S e LONG 043:50.09'W, proximidades da boia 23 do canal deacesso ao Porto de Itaguaí, Itaguaí – RJ;0;0;0;SOLAS-IMO 9356141;AÇO;
FARFELU -AMARONE;8;DLTIAO;DLTIAO;BRASIL;6,9;9,25;02/NOV/2019  20:00;17:00;02/NOV/2019;022000P/NOV/2019;VELEIRO;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,50000000;-45,11777778;SACO DA RIBEIRA - UBATUBA / SP / LAT: 23:30' 07”S, LONG: 045:0704”W;0;0;0;3810190381;FIBRA;
MACIEL;2;CPSALV;AGJUAZ;BRASIL;0;3,27;09/NOV/2019  17:00;14:00;09/NOV/2019;091700P/NOV/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-10,85305556;-40,17138889;"Nas coordenadas de LAT. 10° 51' 11"" S e LONG. 040° 10' 17"" W, no Lagoda Barragem de Ponto Novo-BA, município de Filadélfia-BA;";1;0;0;943M2013000751;FIBRA;
NOROESTE;8;CPFTPR;CPFTPR;BRASIL;MIÚDA;5,9;12/NOV/2019  01:35;1:35;12/NOV/2019;120135Z/NOV/2019;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-21,53222222;-49,66250000;Rio Dourados, município de Lins – SP, na posição aproximada de Lat.21° 31’ 56”S e Long. 049° 39’ 45”W;0;0;0;405M2015016271;ALUMÍNIO;2/abr/2020
FAIR LADY;8;CPSANT;CPSANT;MALTA;18,261;224,94;09/NOV/2019  00:45;21:45;09/NOV/2019;090045P/NOV/2019;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;EXPOR A RISCO;-23,96777778;-46,28916667;"LAT 23°58'04.2""S e LONG 46°17'21.2""W"" ATRACADO TERMINAL DE GRANEIS EM GUARUJÁ-SP";0;0;0;SOLAS-IMO 9815939;AÇO;
MARAJÁ - DONA JANDIRA - SEM NOME;4;CFAREM;CFAREM;BRASIL;26,80;16;15/OUT/2019  20:30;20:30;15/OUT/2019;152030Z/OUT/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;EXPOR A RISCO;-1,53638889;-13,93527778;proximidades da volta do Ayasso no rio Trombetas, LAT 01°32.112'S e LOG 056°13.074”W, aproximadamente 125 milhas náuticas de Santarém-PA;0;0;0;10183868;AÇO;
NAMORADA;4;CPBLEM;CPBLEM;BRASIL;3;7;31/OUT/2019  11:30;8:30;31/OUT/2019;311130P/OUT/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-1,46833333;-48,40111111;Navegando no Rio Guamá, nas proximidades da Marina B&B,na posição estimada LAT 01°28,6'S / LONG 048°24,4'W, CartaNáutica n:320/DHN;0;0;0;211002135;FIBRA;
KAKITOS;1;DLCABO;DLCABO;BRASIL;12,5;11,4;14NOV2019  16:00;13:00;14NOV2019;141600PNOV2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,87611111;-42,01611111;"LATITUDE 22°52'34.8""S E LONGITUDE 042°00'58.4""W,PRAIA DE SÃO BENTO, CANAL DO ITAJURU, CABO FRIO - RJ";0;0;0;4010207051;FIBRA;
JATAI;5;CPGRAN;CPGRAN;BRASIL;171;40;10/NOV/2019  22:30;19:30;10/NOV/2019;102230P/NOV/2019;NM GRANELEIRO;INTERIOR;CARGA;MOTOR;ENCALHE;-7,57777778;-51,26805556;Latitude 31°34'40''S e Longitude 051°16’05’’W, Próximo aBojuru, Distrito de São José do Norte - RS;0;0;0;4620213187;AÇO;
B&B;1;DLPIRA;DLPIRA;BRASIL;NÃO INSCRITA;4;15/NOV/2019  16:16;16:16;15/NOV/2019;151616Z/NOV/2019;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-17,35972222;-44,94583333;"Rio São Francisco / Município de Pirapora-MG / Lat: S 17:21.35'95.64"" - Long: W 44:56.45' 27.38";1;0;0;NÃO INSCRITA;FIBRA;
WAPI I;1;CPRIOJ;CPRIOJ;BRASIL;4,57;7,8;17/NOV/2019  17:45;17:45;17/NOV/2019;171745Z/NOV/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-23,00972222;-43,18361111;"LAT 23:00' 35""S e LONG 043:11' 01""W, nas proximidades das IlhasCagarras, Rio de Janeiro-RJ";0;0;0;3813880788;FIBRA;
MARTIM AFONSO;1;CPRIOJ;CPRIOJ;BRASIL;608;57;14/NOV/2019  00:00;0:00;14/NOV/2019;140000Z/NOV/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;INCÊNDIO;-22,80416667;-43,17777778;Posição LAT 22:48’ 15”S e LONG 043:10’ 40”W, na Baía de Guanabara –RJ;0;0;0;3810150924;AÇO;
MeM;3;CPNATL;CPNAZTL;BRASIL;4;7,4;16/NOV/2019  14:00;11:00;16/NOV/2019;161400P/NOV/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;EMBORCAMENTO;-6,28833333;-35,03388889;"NAS COORDENADAS DE LATITUDE 06:17' 18'' S E LONGITUDE 035:02' 02'' W,NA PRAIA DE PIPA, NO MUNICÍPIO DE TIBAU DO SUL-RN;";0;0;0;2210163196;FIBRA;
AZUL VICTORIA - SÃO EBBA;4;CPLUIZ;CPLUIZ;PANAMÁ;10,472;299,94;16/NOV/2019  12:00;9:00;16/NOV/2019;161200P/NOV/2019;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ABALROAMENTO;;;"LAT E LONG A SER APURADO, BAÍA DE SÃO MARCOS, SÃO LUÍS-MA;";0;0;0;SOLAS-IMO 9374026;AÇO;
JOÃO PEDRO MOREIRA BRANCO;5;CPFPOL;CPFPOL;BRASIL;18;22,65;09/NOV/2019  05:00;2:00;09/NOV/2019;090500P/NOV/2019;BALSA;INTERIOR;PASSAGEIRO E CARGA;SEM PROPULSÃO;DERIVA DA EMBARCAÇÃO;-3,10222222;-50,77888889;"RIO CANOAS, MUNICÍPIO DE BRUNÓPOLIS,SC / /27:26'06.08""S 050:46'44.8""W""; e";0;0;0;NÃO INSCRITA;A SER APURADO;
GAVEA I;1;CPRIOJ;CPRIOJ;BRASIL;1,129;51;14/NOV/2019  21:00;21:00;14/NOV/2019;142100Z/NOV/2019;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIRO;MOTOR;AVARIA DE MÁQUINAS;-22,89444444;-43,13666667;"Na posição LAT 22:53’40”S e LONG 043:08’12”W, na Baía de Guanabara-RJ;";0;0;0;3810516597;AÇO;
EOLE SIXTY - ILHA BELA;2;CPSALV;CPSALV;BRASIL;18;11,3;15/NOV/2019  18:10;15:10;15/NOV/2019;151810P/NOV/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-12,97222222;-38,51583333;"Aproximadamente nas coordenadas de LAT 12°58'20.26"" S e LONG 038°30'57.93"" W, no Porto Salvador Marina, no interior da Baía de Todos os Santos,Salvador-BA";0;0;0;3810440167;FIBRA;
FIT;3;CPCEIO;AGNEDO;BRASIL;0;3,2;15/NOV/2019  17:15;14:15;15/NOV/2019;151715P/NOV/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-9,75611111;-37,44361111;"Rio São Francisco, a aproximadamente 500 m de terra, Pão de Açúcar-AL LAT 9°45'22"" S e LONG 37°26'37"" W";1;0;0;241M2007000025;FIBRA;
JR - JATAPU IV;4;CFAREM;CFAREM;BRASIL;19;15,10;17/OUT/2019  01:00;1:00;17/OUT/2019;170100Z/OUT/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-2,68000000;-54,99027778;no rio Tapajós, nas proximidades da Ponta do Muretá, nas Coordenadas LAT 02:31.588'S LONG 054:58.857'W, Santarém-PAcerca de 23ilhasnáuticas de;0;0;0;230104321;AÇO;
ASS DOS PROD RURAIS DE STA RITA;4;CPLUIZ;CPLUIZ;BRASIL;2,2;7,05;11/NOV/2019  12:00;9:00;11/NOV/2019;111200P/NOV/2019;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;"LAT E LONG A SER APURADO, RIO PREGUIÇAS - POVOADO DE SANTA RITAMUNICÍPIO DE BARREIRINHAS-MA;";0;1;0;1210119587;MADEIRA;NÃO POSSUI
PEPO II;5;CPFPOL;CPFPOL;BRASIL;0;3,15;15/NOV/2019  15:00;12:00;15/NOV/2019;151500P/NOV/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;;;"BARRAGEM DE GUATAMBÚ, MUNICÍPIO DE GUATAMBÚ,SC / LAT/LONG A SERAPURADA;";0;1;0;403M2006005752;FIBRA;
FERDINANDO PAGOT;9;CPNAUS;AGITAC;BRASIL;329;28;18/NOV/2019  17:51;13:51;18/NOV/2019;181751Q/NOV/2019;REBOCADOR;CABOTAGEM;REBOCADOR/EMPURRADOR;MOTOR;AVARIA DE MÁQUINAS;-3,25472222;-58,73333333;"LATITUDE 03:15,171S E LONGITUDE 58:44,019W - margem esquerda do rioAmazonas, em frente ao Estaleiro daHermasa, na cidade de Itacoatiara-AM;";0;0;0;102110253;AÇO;
SO DEUS I;2;CPSALV;CPSALV;BRASIL;89;23,33;15/NOV/2019  18:59;15:59;15/NOV/2019;151859P/NOV/2019;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;AVARIA DE MÁQUINAS;-12,95888889;-38,52361111;"Nas coordenadas de LAT 12°57'32.5""S e LONG 038°31'25""W, nas  proximidades do Cais Sul do Porto de Salvador, no interior da Baía de Todos os  Santos, no município de Salvador-BA."" BT";0;0;0;2818907501;MADEIRA;NÃO POSSUI
DORIVAL CAYMMI;2;CPSALV;CPSALV;BRASIL;1,423;86,8;16/NOV/2019  17:30;14:30;16/NOV/2019;161730P/NOV/2019;FERRY BOAT;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-12,91888889;-38,56638889;"TerminalMarítimo de São Joaquim, nas coordenadas de Latitude 12°55'08.9""S e Longitude038°33'59.6"" W, no interior da Baía de Todos os Santos, no município deSalvador-BA";0;0;0;2818910480;AÇO;
SO DEUS VII;2;CPSALV;CPSALV;BRASIL;98;25,40;17/NOV/2019  18:55;15:55;17/NOV/2019;171855P/NOV/2019;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;AVARIA DE MÁQUINAS;;;Terminal Turístico Náutico da Bahia / Praia do Loreto / TerminalTurístico Náutico da Bahia;0;0;0;2818913098;MADEIRA;NÃO POSSUI
TRASMAR CARGO I;1;CPRIOJ;CPRIOJ;BRASIL;48;16,85;19/NOV/2019  16:00;16:00;19/NOV/2019;191600Z/NOV/2019;BALSA;APOIO MARITIMO;CARGA;MOTOR;NAUFRÁGIO;-22,83444444;-43,12611111;LAT 22:50’04,45”S e LONG 043:07’34,20”W, na Baía de Guanabara, RiOJaneiro-RJ;0;1;0;3813908585;AÇO;
HAZEL;3;CPCEIO;CPCEIO;BRASIL;4;8,32;15/NOV/2019  09:30;6:30;15/NOV/2019;150930P/NOV/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;Pontal da Barra, a aproximadamente 400m de terra, Maceió-AL - LAT eLONG a ser apurada;0;0;0;2412225966;FIBRA;
